,10,30,50,60,61,70,80,90,100,110,122,130,140,150,160,170,180,190,200,220,230,240,244,488,976,977
1,0.546461555,0.554773411,0.578935782,0.576267182,0.593417096,0.513471864,0.48924506,0.537140249,0.531513101,0.586699957,0.528935782,0.557844716,0.580498282,0.562945662,0.582592354,0.560368342,0.542912371,0.604290163,0.525842998,0.558344072,0.593921821,0.570693729,0.590324313,0.561973797,0.601600086,0.596542096
2,0.582028565,0.585636813,0.583542741,0.584605885,0.582028565,0.588745704,0.58409579,0.580482174,0.589255799,0.582544029,0.580482174,0.583064863,0.587698668,0.590281357,0.598007947,0.582023196,0.589782002,0.586716065,0.581513101,0.586667741,0.581029854,0.584090421,0.594474871,0.601095361,0.58924506,0.606255369
3,0.578935782,0.580482174,0.587693299,0.588777921,0.583059493,0.598029424,0.618626503,0.579000215,0.600585266,0.605825816,0.606872852,0.578935782,0.612451675,0.579451246,0.604708978,0.620248067,0.61056701,0.622879081,0.623303265,0.622315292,0.620709837,0.620849442,0.635636813,0.630031143,0.650767826,0.614486684
4,0.580997637,0.600649699,0.6129564,0.596977019,0.609380369,0.602099442,0.588208763,0.621719287,0.607286297,0.612977878,0.629606959,0.604257947,0.624865765,0.618744631,0.60376396,0.643508376,0.634675687,0.62481207,0.619276203,0.620822595,0.614067869,0.614057131,0.60367805,0.6136061,0.592912371,0.591376718
5,0.57996671,0.590275988,0.597535438,0.614626289,0.627974656,0.624849656,0.624887242,0.63060567,0.638300043,0.648630799,0.662075816,0.640383376,0.661501289,0.630482174,0.643374141,0.635266323,0.644512457,0.645027921,0.656926546,0.616607603,0.620199742,0.650150344,0.631539948,0.611925473,0.584611254,0.580997637
6,0.583574957,0.590335052,0.604708978,0.597014605,0.628425687,0.608897122,0.631088918,0.639304124,0.64044244,0.63106744,0.657399055,0.66461555,0.637881229,0.646026632,0.639857174,0.645532646,0.643948668,0.651766538,0.650698024,0.627002792,0.629080756,0.633703823,0.60790378,0.605224442,0.583059493,0.578420318
7,0.578420318,0.607307775,0.58924506,0.640920318,0.633156143,0.638283935,0.623883162,0.641972723,0.628484751,0.630031143,0.641376718,0.641344502,0.639325601,0.633698454,0.639862543,0.648142182,0.60992805,0.644469502,0.614567225,0.632672895,0.614035653,0.603135739,0.595559493,0.60634128,0.584128007,0.582544029
8,0.57481207,0.588214132,0.594915163,0.616151203,0.642933849,0.601165163,0.624377148,0.647138101,0.622347509,0.629494201,0.639357818,0.619227878,0.621273625,0.598050902,0.610996564,0.637279854,0.630047251,0.625402706,0.624876503,0.6207689,0.606792311,0.594399699,0.601143686,0.584036727,0.58924506,0.587236899
9,0.580997637,0.584605885,0.603269974,0.605315722,0.613074527,0.567595576,0.629494201,0.615039734,0.622879081,0.629005584,0.597014605,0.59181701,0.580997637,0.608795103,0.615619631,0.624344931,0.606883591,0.616672036,0.610379081,0.602700816,0.606303694,0.595425258,0.595478952,0.594512457,0.550069802,0.57738939
10,0.578935782,0.592418385,0.591306916,0.592391538,0.60321628,0.605224442,0.598555627,0.597492483,0.604236469,0.597583763,0.57996671,0.5799,0.596472294,0.587714777,0.594915163,0.589760524,0.585132088,0.583574957,0.593884235,0.581513101,0.583644759,0.594399699,0.588761813,0.583574957,0.51553372,0.527931701
11,0.578935782,0.581513101,0.57224012,0.599038875,0.596477663,0.58565829,0.600585266,0.547589132,0.590275988,0.579451246,0.578420318,0.578,0.581513101,0.579451246,0.583542741,0.58924506,0.560894545,0.582028565,0.58924506,0.591333763,0.57738939,0.579977448,0.571746134,0.591306916,0.538214132,0.524296607
12,0.578935782,0.578935782,0.57996671,0.584090421,0.59338488,0.582060782,0.583574957,0.580997637,0.580997637,0.583059493,0.57996671,0.579,0.584090421,0.590275988,0.582544029,0.597562285,0.584090421,0.58924506,0.581513101,0.575842998,0.582028565,0.585636813,0.577904854,0.591306916,0.548007947,0.52
